"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 20, 2005","5,587.77","5,587.77","5,587.77","5,587.77","-","2.04%"
"Sep 19, 2005","5,476.01","5,476.01","5,476.01","5,476.01","-","3.97%"
"Sep 18, 2005","5,267.12","5,267.12","5,267.12","5,267.12","-","0.24%"
"Sep 17, 2005","5,254.69","5,254.69","5,254.69","5,254.69","-","-0.77%"
"Sep 15, 2005","5,295.72","5,295.72","5,295.72","5,295.72","-","-0.79%"
"Sep 14, 2005","5,338.01","5,338.01","5,338.01","5,338.01","-","-1.82%"
"Sep 13, 2005","5,436.80","5,436.80","5,436.80","5,436.80","-","2.11%"
"Sep 12, 2005","5,324.48","5,324.48","5,324.48","5,324.48","-","-0.13%"
"Sep 11, 2005","5,331.48","5,331.48","5,331.48","5,331.48","-","0.04%"
"Sep 10, 2005","5,329.09","5,329.09","5,329.09","5,329.09","-","-0.12%"
"Sep 08, 2005","5,335.41","5,335.41","5,335.41","5,335.41","-","0.21%"
"Sep 07, 2005","5,324.41","5,324.41","5,324.41","5,324.41","-","0.85%"
"Sep 06, 2005","5,279.69","5,279.69","5,279.69","5,279.69","-","-0.50%"
"Sep 05, 2005","5,306.42","5,306.42","5,306.42","5,306.42","-","-0.17%"
"Sep 04, 2005","5,315.46","5,315.46","5,315.46","5,315.46","-","0.67%"
"Sep 03, 2005","5,279.92","5,279.92","5,279.92","5,279.92","-","0.60%"
"Sep 01, 2005","5,248.63","5,248.63","5,248.63","5,248.63","-","-0.01%"
"Aug 30, 2005","5,248.91","5,248.91","5,248.91","5,248.91","-","-0.77%"
"Aug 29, 2005","5,289.74","5,289.74","5,289.74","5,289.74","-","0.04%"
"Aug 28, 2005","5,287.53","5,287.53","5,287.53","5,287.53","-","1.85%"
"Aug 27, 2005","5,191.60","5,191.60","5,191.60","5,191.60","-","0.50%"
"Aug 25, 2005","5,165.83","5,165.83","5,165.83","5,165.83","-","-0.62%"
"Aug 24, 2005","5,197.88","5,197.88","5,197.88","5,197.88","-","-0.74%"
"Aug 23, 2005","5,236.55","5,236.55","5,236.55","5,236.55","-","-0.02%"
"Aug 22, 2005","5,237.72","5,237.72","5,237.72","5,237.72","-","0.02%"
"Aug 21, 2005","5,236.50","5,236.50","5,236.50","5,236.50","-","0.69%"
"Aug 20, 2005","5,200.63","5,200.63","5,200.63","5,200.63","-","1.67%"
"Aug 18, 2005","5,115.42","5,115.42","5,115.42","5,115.42","-","-0.05%"
"Aug 17, 2005","5,118.19","5,118.19","5,118.19","5,118.19","-","0.28%"
"Aug 16, 2005","5,103.65","5,103.65","5,103.65","5,103.65","-","-0.79%"
"Aug 15, 2005","5,144.35","5,144.35","5,144.35","5,144.35","-","0.43%"
"Aug 14, 2005","5,122.20","5,122.20","5,122.20","5,122.20","-","2.77%"
"Aug 13, 2005","4,984.03","4,984.03","4,984.03","4,984.03","-","1.73%"
"Aug 11, 2005","4,899.22","4,899.22","4,899.22","4,899.22","-","1.30%"
"Aug 10, 2005","4,836.38","4,836.38","4,836.38","4,836.38","-","-0.07%"
"Aug 09, 2005","4,839.60","4,839.60","4,839.60","4,839.60","-","-0.24%"
"Aug 08, 2005","4,851.43","4,851.43","4,851.43","4,851.43","-","-1.24%"
"Aug 07, 2005","4,912.27","4,912.27","4,912.27","4,912.27","-","0.37%"
"Aug 06, 2005","4,894.23","4,894.23","4,894.23","4,894.23","-","0.63%"
"Aug 04, 2005","4,863.40","4,863.40","4,863.40","4,863.40","-","2.52%"
"Aug 03, 2005","4,743.71","4,743.71","4,743.71","4,743.71","-","1.52%"
"Aug 02, 2005","4,672.51","4,672.51","4,672.51","4,672.51","-","0.42%"
"Aug 01, 2005","4,653.04","4,653.04","4,653.04","4,653.04","-","-1.30%"
"Jul 31, 2005","4,714.21","4,714.21","4,714.21","4,714.21","-","-2.32%"
"Jul 30, 2005","4,826.36","4,826.36","4,826.36","4,826.36","-","-2.94%"
"Jul 28, 2005","4,972.52","4,972.52","4,972.52","4,972.52","-","0.22%"
"Jul 27, 2005","4,961.78","4,961.78","4,961.78","4,961.78","-","1.62%"
"Jul 26, 2005","4,882.91","4,882.91","4,882.91","4,882.91","-","5.48%"
"Jul 25, 2005","4,629.44","4,629.44","4,629.44","4,629.44","-","-0.52%"
"Jul 24, 2005","4,653.53","4,653.53","4,653.53","4,653.53","-","-5.67%"
"Jul 23, 2005","4,933.13","4,933.13","4,933.13","4,933.13","-","-2.15%"
"Jul 21, 2005","5,041.56","5,041.56","5,041.56","5,041.56","-","-0.59%"
"Jul 20, 2005","5,071.61","5,071.61","5,071.61","5,071.61","-","-0.89%"
"Jul 19, 2005","5,117.10","5,117.10","5,117.10","5,117.10","-","2.26%"
"Jul 18, 2005","5,004.22","5,004.22","5,004.22","5,004.22","-","0.44%"
